# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.global.initialize.library.bridges.ms,1772428590427000000,1772428650427000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1772428590427000000,1772428650427000000,0
workspaceModel.orphan.listener.update.ms,1772428590427000000,1772428650427000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1772428590427000000,1772428650427000000,0
workspaceModel.global.apply.state.to.project.ms,1772428590427000000,1772428650427000000,14
jps.load.project.to.empty.storage.ms,1772428590427000000,1772428650427000000,30
jps.library.entities.serializer.load.entities.ms,1772428590427000000,1772428650427000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1772428590427000000,1772428650427000000,0
jps.module.iml.entities.serializer.load.entities.ms,1772428590427000000,1772428650427000000,6
jps.storage.jps.conf.reader.load.component.ms,1772428590427000000,1772428650427000000,5
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1772428590427000000,1772428650427000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1772428590427000000,1772428650427000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1772428590427000000,1772428650427000000,0
jps.facet.change.listener.before.change.events.ms,1772428590427000000,1772428650427000000,0
jps.facet.change.listener.init.bridge.ms,1772428590427000000,1772428650427000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1772428590427000000,1772428650427000000,50
workspaceModel.moduleManagerBridge.load.all.modules.ms,1772428590427000000,1772428650427000000,16
jps.project.serializers.save.ms,1772428590427000000,1772428650427000000,1
jps.save.global.entities.ms,1772428590427000000,1772428650427000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1772428590427000000,1772428650427000000,0
jps.global.get.libraries.ms,1772428590427000000,1772428650427000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1772428590427000000,1772428650427000000,0
jps.facet.change.listener.process.change.events.ms,1772428590427000000,1772428650427000000,0
JVM.totalCpuTimeMs,1772428590427000000,1772428650427000000,2204
JVM.GC.collections,1772428590427000000,1772428650427000000,0
JVM.maxNativeBytes,1772428590427000000,1772428650427000000,-1
JVM.usedNativeBytes,1772428590427000000,1772428650427000000,387324384
JVM.GC.collectionTimesMs,1772428590427000000,1772428650427000000,0
JVM.threadCount,1772428590427000000,1772428650427000000,56
OS.loadAverage,1772428590427000000,1772428650427000000,2.13427734375
JVM.usedHeapBytes,1772428590427000000,1772428650427000000,670344464
JVM.maxHeapBytes,1772428590427000000,1772428650427000000,2147483648
workspaceModel.initializing.ms,1772428650427000000,1772428710426000000,0
workspaceModel.pre.handlers.ms,1772428650427000000,1772428710426000000,0
workspaceModel.update.unloaded.entities.ms,1772428650427000000,1772428710426000000,0
workspaceModel.check.recursive.update.ms,1772428650427000000,1772428710426000000,0
workspaceModel.updates.precise.ms,1772428650427000000,1772428710426000000,8
workspaceModel.updates.count,1772428650427000000,1772428710426000000,3
workspaceModel.loading.total.ms,1772428650427000000,1772428710426000000,41
workspaceModel.to.snapshot.ms,1772428650427000000,1772428710426000000,1
workspaceModel.init.bridges.ms,1772428650427000000,1772428710426000000,0
workspaceModel.collect.changes.ms,1772428650427000000,1772428710426000000,0
workspaceModel.replace.project.model.ms,1772428650427000000,1772428710426000000,0
workspaceModel.updates.ms,1772428650427000000,1772428710426000000,23
workspaceModel.loading.from.cache.ms,1772428650427000000,1772428710426000000,38
Indexes.stubs.lookupDurationAvgMs,1772428650427000000,1772428710426000000,0.0
Indexes.stubs.lookups,1772428650427000000,1772428710426000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1772428650427000000,1772428710426000000,0
Indexes.entries.lookupDurationMaxMs,1772428650427000000,1772428710426000000,0.0
Indexes.entries.lookupDurationAvgMs,1772428650427000000,1772428710426000000,0.0
VFSFlusher.totalContentionQuotaSpent,1772428650427000000,1772428710426000000,0
Indexes.allKeys.lookupDurationAvgMs,1772428650427000000,1772428710426000000,0.0
Indexes.allKeys.lookupDuration90PMs,1772428650427000000,1772428710426000000,0.0
Indexes.entries.lookupDuration90PMs,1772428650427000000,1772428710426000000,0.0
IndexesFlusher.totalFlushesRetried,1772428650427000000,1772428710426000000,0
Indexes.stubs.lookupDurationMaxMs,1772428650427000000,1772428710426000000,0.0
VFSFlusher.totalFlushesRetried,1772428650427000000,1772428710426000000,0
Indexes.stubs.lookupDuration90PMs,1772428650427000000,1772428710426000000,0.0
Indexes.entries.lookups,1772428650427000000,1772428710426000000,1.0
IndexesFlusher.totalFlushes,1772428650427000000,1772428710426000000,59
VFSFlusher.totalFlushingTimeUs,1772428650427000000,1772428710426000000,409
IndexesFlusher.totalFlushingTimeUs,1772428650427000000,1772428710426000000,485917
Indexes.allKeys.lookups,1772428650427000000,1772428710426000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1772428650427000000,1772428710426000000,0.0
VFSFlusher.totalFlushes,1772428650427000000,1772428710426000000,1
AWTEventQueue.eventsDispatched,1772428650427000000,1772428710426000000,3889
AWTEventQueue.dispatchTimeMaxNs,1772428650427000000,1772428710426000000,2949119
AWTEventQueue.dispatchTimeAvgNs,1772428650427000000,1772428710426000000,67922.04062741065
FlushQueue.executionTimeAvgNs,1772428650427000000,1772428710426000000,29072.871287128713
FlushQueue.executionTime90PNs,1772428650427000000,1772428710426000000,40191
NonBlockingReadAction.finalizedExecutionsCount,1772428650427000000,1772428710426000000,10
FlushQueue.waitingTimeAvgNs,1772428650427000000,1772428710426000000,92944.36963696369
NonBlockingReadAction.finalizedExecutionTimeUs,1772428650427000000,1772428710426000000,41737
FlushQueue.waitingTime90PNs,1772428650427000000,1772428710426000000,144383
NonBlockingReadAction.failedExecutionTimeUs,1772428650427000000,1772428710426000000,0
FlushQueue.waitingTimeMaxNs,1772428650427000000,1772428710426000000,622591
AWTEventQueue.dispatchTime90PNs,1772428650427000000,1772428710426000000,127487
FlushQueue.queueSizeMax,1772428650427000000,1772428710426000000,1
FlushQueue.tasksExecuted,1772428650427000000,1772428710426000000,606
AWTEventQueue.dispatchTimeTotalNS,1772428650427000000,1772428710426000000,264141903
FlushQueue.queueSizeAvg,1772428650427000000,1772428710426000000,0.009900990099009901
FlushQueue.executionTimeMaxNs,1772428650427000000,1772428710426000000,2588671
FlushQueue.queueSize90P,1772428650427000000,1772428710426000000,0
NonBlockingReadAction.failedExecutionsCount,1772428650427000000,1772428710426000000,0
FilePageCache.totalPageDisposalsUs,1772428650427000000,1772428710426000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1772428650427000000,1772428710426000000,0
FilePageCache.totalPageLoadsUs,1772428650427000000,1772428710426000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1772428650427000000,1772428710426000000,0
DirectByteBufferAllocator.hits,1772428650427000000,1772428710426000000,0
StorageLockContext.competingThreads.avg,1772428650427000000,1772428710426000000,0.0
FilePageCache.disposedBuffers,1772428650427000000,1772428710426000000,0
FilePageCache.uncachedFileAccess,1772428650427000000,1772428710426000000,0
DirectByteBufferAllocator.misses,1772428650427000000,1772428710426000000,0
StorageLockContext.competingThreads.90P,1772428650427000000,1772428710426000000,0
FilePageCache.capacityInBytes,1772428650427000000,1772428710426000000,524288000
FilePageCache.pageLoadsAboveSizeThreshold,1772428650427000000,1772428710426000000,0
FilePageCache.pageHits,1772428650427000000,1772428710426000000,0
StorageLockContext.competingThreads.max,1772428650427000000,1772428710426000000,0
StreamlinedBlobStorage.recordsRelocated,1772428650427000000,1772428710426000000,0
StreamlinedBlobStorage.recordsDeleted,1772428650427000000,1772428710426000000,0
FilePageCache.maxCacheSizeInBytes,1772428650427000000,1772428710426000000,301031424
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1772428650427000000,1772428710426000000,301031424
StreamlinedBlobStorage.recordsAllocated,1772428650427000000,1772428710426000000,0
FilePageCache.pageLoads,1772428650427000000,1772428710426000000,0
FilePageCache.pageFastCacheHits,1772428650427000000,1772428710426000000,1139
FilePageCache.maxRegisteredFiles,1772428650427000000,1772428710426000000,651
DirectByteBufferAllocator.reclaimed,1772428650427000000,1772428710426000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1772428650427000000,1772428710426000000,0
DirectByteBufferAllocator.disposed,1772428650427000000,1772428710426000000,0
FileNameCache.queries,1772428650427000000,1772428710426000000,1378461
FileNameCache.totalMisses,1772428650427000000,1772428710426000000,0
FileNameCache.fastMisses,1772428650427000000,1772428710426000000,40448
workspaceModel.mutableEntityStorage.modify.entity.ms,1772428650427000000,1772428710426000000,3
jps.artifact.entities.serializer.save.entities.ms,1772428650427000000,1772428710426000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1772428650427000000,1772428710426000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1772428650427000000,1772428710426000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1772428650427000000,1772428710426000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1772428650427000000,1772428710426000000,2
workspaceModel.mutableEntityStorage.replace.by.source.ms,1772428650427000000,1772428710426000000,6
jps.apply.loaded.storage.ms,1772428650427000000,1772428710426000000,15
workspaceModel.mutableEntityStorage.add.entity.ms,1772428650427000000,1772428710426000000,7
workspaceModel.mutableEntityStorage.has.same.entities.ms,1772428650427000000,1772428710426000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1772428650427000000,1772428710426000000,4
jps.global.handle.changed.events.ms,1772428650427000000,1772428710426000000,0
jps.reload.project.entities.ms,1772428650427000000,1772428710426000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1772428650427000000,1772428710426000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1772428650427000000,1772428710426000000,1
workspaceModel.sync.entities.ms,1772428650427000000,1772428710426000000,0
jps.artifact.entities.serializer.load.entities.ms,1772428650427000000,1772428710426000000,0
jps.app.storage.content.reader.load.component.ms,1772428650427000000,1772428710426000000,0
workspaceModel.global.updates.count,1772428650427000000,1772428710426000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1772428650427000000,1772428710426000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1772428650427000000,1772428710426000000,0
jps.module.iml.entities.serializer.save.entities.ms,1772428650427000000,1772428710426000000,0
workspaceModel.mutableEntityStorage.entities.ms,1772428650427000000,1772428710426000000,0
workspaceModel.save.cache.to.file.ms,1772428650427000000,1772428710426000000,34
jps.project.serializers.load.ms,1772428650427000000,1772428710426000000,14
jps.library.entities.serializer.save.entities.ms,1772428650427000000,1772428710426000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1772428650427000000,1772428710426000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1772428650427000000,1772428710426000000,46
workspaceModel.moduleBridge.update.option.ms,1772428650427000000,1772428710426000000,0
jps.global.get.library.ms,1772428650427000000,1772428710426000000,0
workspaceModel.global.updates.ms,1772428650427000000,1772428710426000000,0
jps.app.storage.content.writer.save.component.ms,1772428650427000000,1772428710426000000,0
jps.global.initialize.library.bridges.after.loading.ms,1772428650427000000,1772428710426000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1772428650427000000,1772428710426000000,0
jps.global.get.library.by.name.ms,1772428650427000000,1772428710426000000,0
jps.load.initial.state.ms,1772428650427000000,1772428710426000000,2
workspaceModel.moduleBridge.before.changed.ms,1772428650427000000,1772428710426000000,0
jps.global.handle.before.change.events.ms,1772428650427000000,1772428710426000000,0
workspaceModel.load.cache.from.file.ms,1772428650427000000,1772428710426000000,37
jps.save.changed.project.entities.ms,1772428650427000000,1772428710426000000,1
jps.global.initialize.library.bridges.ms,1772428650427000000,1772428710426000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1772428650427000000,1772428710426000000,0
workspaceModel.orphan.listener.update.ms,1772428650427000000,1772428710426000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1772428650427000000,1772428710426000000,0
workspaceModel.global.apply.state.to.project.ms,1772428650427000000,1772428710426000000,14
jps.load.project.to.empty.storage.ms,1772428650427000000,1772428710426000000,30
jps.library.entities.serializer.load.entities.ms,1772428650427000000,1772428710426000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1772428650427000000,1772428710426000000,0
jps.module.iml.entities.serializer.load.entities.ms,1772428650427000000,1772428710426000000,6
jps.storage.jps.conf.reader.load.component.ms,1772428650427000000,1772428710426000000,5
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1772428650427000000,1772428710426000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1772428650427000000,1772428710426000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1772428650427000000,1772428710426000000,0
jps.facet.change.listener.before.change.events.ms,1772428650427000000,1772428710426000000,0
jps.facet.change.listener.init.bridge.ms,1772428650427000000,1772428710426000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1772428650427000000,1772428710426000000,50
workspaceModel.moduleManagerBridge.load.all.modules.ms,1772428650427000000,1772428710426000000,16
jps.project.serializers.save.ms,1772428650427000000,1772428710426000000,1
jps.save.global.entities.ms,1772428650427000000,1772428710426000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1772428650427000000,1772428710426000000,0
jps.global.get.libraries.ms,1772428650427000000,1772428710426000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1772428650427000000,1772428710426000000,0
jps.facet.change.listener.process.change.events.ms,1772428650427000000,1772428710426000000,0
JVM.totalCpuTimeMs,1772428650427000000,1772428710426000000,2851
JVM.GC.collections,1772428650427000000,1772428710426000000,0
JVM.maxNativeBytes,1772428650427000000,1772428710426000000,-1
JVM.usedNativeBytes,1772428650427000000,1772428710426000000,390824352
JVM.GC.collectionTimesMs,1772428650427000000,1772428710426000000,0
JVM.threadCount,1772428650427000000,1772428710426000000,58
OS.loadAverage,1772428650427000000,1772428710426000000,2.41845703125
JVM.usedHeapBytes,1772428650427000000,1772428710426000000,801416464
JVM.maxHeapBytes,1772428650427000000,1772428710426000000,2147483648
workspaceModel.initializing.ms,1772428710426000000,1772428770425000000,0
workspaceModel.pre.handlers.ms,1772428710426000000,1772428770425000000,0
workspaceModel.update.unloaded.entities.ms,1772428710426000000,1772428770425000000,0
workspaceModel.check.recursive.update.ms,1772428710426000000,1772428770425000000,0
workspaceModel.updates.precise.ms,1772428710426000000,1772428770425000000,8
workspaceModel.updates.count,1772428710426000000,1772428770425000000,3
workspaceModel.loading.total.ms,1772428710426000000,1772428770425000000,41
workspaceModel.to.snapshot.ms,1772428710426000000,1772428770425000000,1
workspaceModel.init.bridges.ms,1772428710426000000,1772428770425000000,0
workspaceModel.collect.changes.ms,1772428710426000000,1772428770425000000,0
workspaceModel.replace.project.model.ms,1772428710426000000,1772428770425000000,0
workspaceModel.updates.ms,1772428710426000000,1772428770425000000,23
workspaceModel.loading.from.cache.ms,1772428710426000000,1772428770425000000,38
Indexes.stubs.lookupDurationAvgMs,1772428710426000000,1772428770425000000,0.0
Indexes.stubs.lookups,1772428710426000000,1772428770425000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1772428710426000000,1772428770425000000,0
Indexes.entries.lookupDurationMaxMs,1772428710426000000,1772428770425000000,0.0
Indexes.entries.lookupDurationAvgMs,1772428710426000000,1772428770425000000,0.0
VFSFlusher.totalContentionQuotaSpent,1772428710426000000,1772428770425000000,0
Indexes.allKeys.lookupDurationAvgMs,1772428710426000000,1772428770425000000,0.0
Indexes.allKeys.lookupDuration90PMs,1772428710426000000,1772428770425000000,0.0
Indexes.entries.lookupDuration90PMs,1772428710426000000,1772428770425000000,0.0
IndexesFlusher.totalFlushesRetried,1772428710426000000,1772428770425000000,0
Indexes.stubs.lookupDurationMaxMs,1772428710426000000,1772428770425000000,0.0
VFSFlusher.totalFlushesRetried,1772428710426000000,1772428770425000000,0
Indexes.stubs.lookupDuration90PMs,1772428710426000000,1772428770425000000,0.0
Indexes.entries.lookups,1772428710426000000,1772428770425000000,0.0
IndexesFlusher.totalFlushes,1772428710426000000,1772428770425000000,59
VFSFlusher.totalFlushingTimeUs,1772428710426000000,1772428770425000000,0
IndexesFlusher.totalFlushingTimeUs,1772428710426000000,1772428770425000000,494251
Indexes.allKeys.lookups,1772428710426000000,1772428770425000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1772428710426000000,1772428770425000000,0.0
VFSFlusher.totalFlushes,1772428710426000000,1772428770425000000,0
AWTEventQueue.eventsDispatched,1772428710426000000,1772428770425000000,3878
AWTEventQueue.dispatchTimeMaxNs,1772428710426000000,1772428770425000000,2670591
AWTEventQueue.dispatchTimeAvgNs,1772428710426000000,1772428770425000000,60422.238267148015
FlushQueue.executionTimeAvgNs,1772428710426000000,1772428770425000000,20208.989830508475
FlushQueue.executionTime90PNs,1772428710426000000,1772428770425000000,35839
NonBlockingReadAction.finalizedExecutionsCount,1772428710426000000,1772428770425000000,0
FlushQueue.waitingTimeAvgNs,1772428710426000000,1772428770425000000,86149.80338983051
NonBlockingReadAction.finalizedExecutionTimeUs,1772428710426000000,1772428770425000000,0
FlushQueue.waitingTime90PNs,1772428710426000000,1772428770425000000,122367
NonBlockingReadAction.failedExecutionTimeUs,1772428710426000000,1772428770425000000,0
FlushQueue.waitingTimeMaxNs,1772428710426000000,1772428770425000000,376831
AWTEventQueue.dispatchTime90PNs,1772428710426000000,1772428770425000000,114687
FlushQueue.queueSizeMax,1772428710426000000,1772428770425000000,1
FlushQueue.tasksExecuted,1772428710426000000,1772428770425000000,590
AWTEventQueue.dispatchTimeTotalNS,1772428710426000000,1772428770425000000,234311234
FlushQueue.queueSizeAvg,1772428710426000000,1772428770425000000,0.006779661016949152
FlushQueue.executionTimeMaxNs,1772428710426000000,1772428770425000000,1835007
FlushQueue.queueSize90P,1772428710426000000,1772428770425000000,0
NonBlockingReadAction.failedExecutionsCount,1772428710426000000,1772428770425000000,0
FilePageCache.totalPageDisposalsUs,1772428710426000000,1772428770425000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1772428710426000000,1772428770425000000,0
FilePageCache.totalPageLoadsUs,1772428710426000000,1772428770425000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1772428710426000000,1772428770425000000,0
DirectByteBufferAllocator.hits,1772428710426000000,1772428770425000000,0
StorageLockContext.competingThreads.avg,1772428710426000000,1772428770425000000,0.0
FilePageCache.disposedBuffers,1772428710426000000,1772428770425000000,0
FilePageCache.uncachedFileAccess,1772428710426000000,1772428770425000000,0
DirectByteBufferAllocator.misses,1772428710426000000,1772428770425000000,0
StorageLockContext.competingThreads.90P,1772428710426000000,1772428770425000000,0
FilePageCache.capacityInBytes,1772428710426000000,1772428770425000000,524288000
FilePageCache.pageLoadsAboveSizeThreshold,1772428710426000000,1772428770425000000,0
FilePageCache.pageHits,1772428710426000000,1772428770425000000,0
StorageLockContext.competingThreads.max,1772428710426000000,1772428770425000000,0
StreamlinedBlobStorage.recordsRelocated,1772428710426000000,1772428770425000000,0
StreamlinedBlobStorage.recordsDeleted,1772428710426000000,1772428770425000000,0
FilePageCache.maxCacheSizeInBytes,1772428710426000000,1772428770425000000,301031424
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1772428710426000000,1772428770425000000,301031424
StreamlinedBlobStorage.recordsAllocated,1772428710426000000,1772428770425000000,0
FilePageCache.pageLoads,1772428710426000000,1772428770425000000,0
FilePageCache.pageFastCacheHits,1772428710426000000,1772428770425000000,0
FilePageCache.maxRegisteredFiles,1772428710426000000,1772428770425000000,651
DirectByteBufferAllocator.reclaimed,1772428710426000000,1772428770425000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1772428710426000000,1772428770425000000,0
DirectByteBufferAllocator.disposed,1772428710426000000,1772428770425000000,0
FileNameCache.queries,1772428710426000000,1772428770425000000,0
FileNameCache.totalMisses,1772428710426000000,1772428770425000000,0
FileNameCache.fastMisses,1772428710426000000,1772428770425000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1772428710426000000,1772428770425000000,3
jps.artifact.entities.serializer.save.entities.ms,1772428710426000000,1772428770425000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1772428710426000000,1772428770425000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1772428710426000000,1772428770425000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1772428710426000000,1772428770425000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1772428710426000000,1772428770425000000,2
workspaceModel.mutableEntityStorage.replace.by.source.ms,1772428710426000000,1772428770425000000,6
jps.apply.loaded.storage.ms,1772428710426000000,1772428770425000000,15
workspaceModel.mutableEntityStorage.add.entity.ms,1772428710426000000,1772428770425000000,7
workspaceModel.mutableEntityStorage.has.same.entities.ms,1772428710426000000,1772428770425000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1772428710426000000,1772428770425000000,4
jps.global.handle.changed.events.ms,1772428710426000000,1772428770425000000,0
jps.reload.project.entities.ms,1772428710426000000,1772428770425000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1772428710426000000,1772428770425000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1772428710426000000,1772428770425000000,1
workspaceModel.sync.entities.ms,1772428710426000000,1772428770425000000,0
jps.artifact.entities.serializer.load.entities.ms,1772428710426000000,1772428770425000000,0
jps.app.storage.content.reader.load.component.ms,1772428710426000000,1772428770425000000,0
workspaceModel.global.updates.count,1772428710426000000,1772428770425000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1772428710426000000,1772428770425000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1772428710426000000,1772428770425000000,0
jps.module.iml.entities.serializer.save.entities.ms,1772428710426000000,1772428770425000000,0
workspaceModel.mutableEntityStorage.entities.ms,1772428710426000000,1772428770425000000,0
workspaceModel.save.cache.to.file.ms,1772428710426000000,1772428770425000000,34
jps.project.serializers.load.ms,1772428710426000000,1772428770425000000,14
jps.library.entities.serializer.save.entities.ms,1772428710426000000,1772428770425000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1772428710426000000,1772428770425000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1772428710426000000,1772428770425000000,46
workspaceModel.moduleBridge.update.option.ms,1772428710426000000,1772428770425000000,0
jps.global.get.library.ms,1772428710426000000,1772428770425000000,0
workspaceModel.global.updates.ms,1772428710426000000,1772428770425000000,0
jps.app.storage.content.writer.save.component.ms,1772428710426000000,1772428770425000000,0
jps.global.initialize.library.bridges.after.loading.ms,1772428710426000000,1772428770425000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1772428710426000000,1772428770425000000,0
jps.global.get.library.by.name.ms,1772428710426000000,1772428770425000000,0
jps.load.initial.state.ms,1772428710426000000,1772428770425000000,2
workspaceModel.moduleBridge.before.changed.ms,1772428710426000000,1772428770425000000,0
jps.global.handle.before.change.events.ms,1772428710426000000,1772428770425000000,0
workspaceModel.load.cache.from.file.ms,1772428710426000000,1772428770425000000,37
jps.save.changed.project.entities.ms,1772428710426000000,1772428770425000000,1
jps.global.initialize.library.bridges.ms,1772428710426000000,1772428770425000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1772428710426000000,1772428770425000000,0
workspaceModel.orphan.listener.update.ms,1772428710426000000,1772428770425000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1772428710426000000,1772428770425000000,0
workspaceModel.global.apply.state.to.project.ms,1772428710426000000,1772428770425000000,14
jps.load.project.to.empty.storage.ms,1772428710426000000,1772428770425000000,30
jps.library.entities.serializer.load.entities.ms,1772428710426000000,1772428770425000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1772428710426000000,1772428770425000000,0
jps.module.iml.entities.serializer.load.entities.ms,1772428710426000000,1772428770425000000,6
jps.storage.jps.conf.reader.load.component.ms,1772428710426000000,1772428770425000000,5
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1772428710426000000,1772428770425000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1772428710426000000,1772428770425000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1772428710426000000,1772428770425000000,0
jps.facet.change.listener.before.change.events.ms,1772428710426000000,1772428770425000000,0
jps.facet.change.listener.init.bridge.ms,1772428710426000000,1772428770425000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1772428710426000000,1772428770425000000,50
workspaceModel.moduleManagerBridge.load.all.modules.ms,1772428710426000000,1772428770425000000,16
jps.project.serializers.save.ms,1772428710426000000,1772428770425000000,1
jps.save.global.entities.ms,1772428710426000000,1772428770425000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1772428710426000000,1772428770425000000,0
jps.global.get.libraries.ms,1772428710426000000,1772428770425000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1772428710426000000,1772428770425000000,0
jps.facet.change.listener.process.change.events.ms,1772428710426000000,1772428770425000000,0
JVM.totalCpuTimeMs,1772428710426000000,1772428770425000000,1953
JVM.GC.collections,1772428710426000000,1772428770425000000,2
JVM.maxNativeBytes,1772428710426000000,1772428770425000000,-1
JVM.usedNativeBytes,1772428710426000000,1772428770425000000,391167872
JVM.GC.collectionTimesMs,1772428710426000000,1772428770425000000,13
JVM.threadCount,1772428710426000000,1772428770425000000,51
OS.loadAverage,1772428710426000000,1772428770425000000,1.8359375
JVM.usedHeapBytes,1772428710426000000,1772428770425000000,275341088
JVM.maxHeapBytes,1772428710426000000,1772428770425000000,2147483648
workspaceModel.initializing.ms,1772428770425000000,1772428830423000000,0
workspaceModel.pre.handlers.ms,1772428770425000000,1772428830423000000,0
workspaceModel.update.unloaded.entities.ms,1772428770425000000,1772428830423000000,0
workspaceModel.check.recursive.update.ms,1772428770425000000,1772428830423000000,0
workspaceModel.updates.precise.ms,1772428770425000000,1772428830423000000,8
workspaceModel.updates.count,1772428770425000000,1772428830423000000,3
workspaceModel.loading.total.ms,1772428770425000000,1772428830423000000,41
workspaceModel.to.snapshot.ms,1772428770425000000,1772428830423000000,1
workspaceModel.init.bridges.ms,1772428770425000000,1772428830423000000,0
workspaceModel.collect.changes.ms,1772428770425000000,1772428830423000000,0
workspaceModel.replace.project.model.ms,1772428770425000000,1772428830423000000,0
workspaceModel.updates.ms,1772428770425000000,1772428830423000000,23
workspaceModel.loading.from.cache.ms,1772428770425000000,1772428830423000000,38
Indexes.stubs.lookupDurationAvgMs,1772428770425000000,1772428830423000000,0.0
Indexes.stubs.lookups,1772428770425000000,1772428830423000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1772428770425000000,1772428830423000000,0
Indexes.entries.lookupDurationMaxMs,1772428770425000000,1772428830423000000,0.0
Indexes.entries.lookupDurationAvgMs,1772428770425000000,1772428830423000000,0.0
VFSFlusher.totalContentionQuotaSpent,1772428770425000000,1772428830423000000,0
Indexes.allKeys.lookupDurationAvgMs,1772428770425000000,1772428830423000000,0.0
Indexes.allKeys.lookupDuration90PMs,1772428770425000000,1772428830423000000,0.0
Indexes.entries.lookupDuration90PMs,1772428770425000000,1772428830423000000,0.0
IndexesFlusher.totalFlushesRetried,1772428770425000000,1772428830423000000,0
Indexes.stubs.lookupDurationMaxMs,1772428770425000000,1772428830423000000,0.0
VFSFlusher.totalFlushesRetried,1772428770425000000,1772428830423000000,0
Indexes.stubs.lookupDuration90PMs,1772428770425000000,1772428830423000000,0.0
Indexes.entries.lookups,1772428770425000000,1772428830423000000,0.0
IndexesFlusher.totalFlushes,1772428770425000000,1772428830423000000,59
VFSFlusher.totalFlushingTimeUs,1772428770425000000,1772428830423000000,0
IndexesFlusher.totalFlushingTimeUs,1772428770425000000,1772428830423000000,415495
