# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.has.same.entities.ms,1772428143519000000,1772428203518000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1772428143519000000,1772428203518000000,1
jps.artifact.entities.serializer.load.entities.ms,1772428143519000000,1772428203518000000,0
workspaceModel.moduleBridge.update.option.ms,1772428143519000000,1772428203518000000,0
workspaceModel.global.updates.ms,1772428143519000000,1772428203518000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1772428143519000000,1772428203518000000,2
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1772428143519000000,1772428203518000000,0
jps.app.storage.content.writer.save.component.ms,1772428143519000000,1772428203518000000,0
jps.load.initial.state.ms,1772428143519000000,1772428203518000000,2
workspaceModel.save.cache.to.file.ms,1772428143519000000,1772428203518000000,27
workspaceModel.mutableEntityStorage.entities.ms,1772428143519000000,1772428203518000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1772428143519000000,1772428203518000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1772428143519000000,1772428203518000000,14
jps.load.project.to.empty.storage.ms,1772428143519000000,1772428203518000000,117
workspaceModel.load.cache.from.file.ms,1772428143519000000,1772428203518000000,0
jps.artifact.entities.serializer.save.entities.ms,1772428143519000000,1772428203518000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1772428143519000000,1772428203518000000,0
jps.project.serializers.load.ms,1772428143519000000,1772428203518000000,99
workspaceModel.orphan.listener.update.ms,1772428143519000000,1772428203518000000,0
jps.storage.jps.conf.reader.load.component.ms,1772428143519000000,1772428203518000000,5
jps.global.handle.changed.events.ms,1772428143519000000,1772428203518000000,0
jps.facet.change.listener.init.bridge.ms,1772428143519000000,1772428203518000000,0
jps.app.storage.content.reader.load.component.ms,1772428143519000000,1772428203518000000,0
jps.project.serializers.save.ms,1772428143519000000,1772428203518000000,0
jps.global.get.library.by.name.ms,1772428143519000000,1772428203518000000,0
jps.module.iml.entities.serializer.save.entities.ms,1772428143519000000,1772428203518000000,0
workspaceModel.moduleBridge.before.changed.ms,1772428143519000000,1772428203518000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1772428143519000000,1772428203518000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1772428143519000000,1772428203518000000,6
workspaceModel.global.apply.state.to.project.builder.ms,1772428143519000000,1772428203518000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1772428143519000000,1772428203518000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1772428143519000000,1772428203518000000,10
workspaceModel.mutableEntityStorage.remove.entity.ms,1772428143519000000,1772428203518000000,0
jps.reload.project.entities.ms,1772428143519000000,1772428203518000000,0
jps.facet.change.listener.process.change.events.ms,1772428143519000000,1772428203518000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1772428143519000000,1772428203518000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1772428143519000000,1772428203518000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1772428143519000000,1772428203518000000,0
jps.facet.change.listener.before.change.events.ms,1772428143519000000,1772428203518000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1772428143519000000,1772428203518000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1772428143519000000,1772428203518000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1772428143519000000,1772428203518000000,0
jps.global.initialize.library.bridges.after.loading.ms,1772428143519000000,1772428203518000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1772428143519000000,1772428203518000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1772428143519000000,1772428203518000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1772428143519000000,1772428203518000000,0
FilePageCache.pageFastCacheHits,1772428143519000000,1772428203518000000,282
DirectByteBufferAllocator.misses,1772428143519000000,1772428203518000000,0
FilePageCache.pageHits,1772428143519000000,1772428203518000000,0
StorageLockContext.competingThreads.avg,1772428143519000000,1772428203518000000,0.0
FilePageCache.totalPageDisposalsUs,1772428143519000000,1772428203518000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1772428143519000000,1772428203518000000,0
FilePageCache.uncachedFileAccess,1772428143519000000,1772428203518000000,0
StreamlinedBlobStorage.recordsDeleted,1772428143519000000,1772428203518000000,0
FilePageCache.pageLoads,1772428143519000000,1772428203518000000,0
FilePageCache.capacityInBytes,1772428143519000000,1772428203518000000,524288000
DirectByteBufferAllocator.disposed,1772428143519000000,1772428203518000000,0
StorageLockContext.competingThreads.90P,1772428143519000000,1772428203518000000,0
DirectByteBufferAllocator.hits,1772428143519000000,1772428203518000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1772428143519000000,1772428203518000000,0
StreamlinedBlobStorage.recordsRelocated,1772428143519000000,1772428203518000000,0
FilePageCache.disposedBuffers,1772428143519000000,1772428203518000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1772428143519000000,1772428203518000000,0
FilePageCache.totalPageLoadsUs,1772428143519000000,1772428203518000000,0
FilePageCache.maxCacheSizeInBytes,1772428143519000000,1772428203518000000,348217344
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1772428143519000000,1772428203518000000,348217344
DirectByteBufferAllocator.reclaimed,1772428143519000000,1772428203518000000,0
FilePageCache.maxRegisteredFiles,1772428143519000000,1772428203518000000,666
StorageLockContext.competingThreads.max,1772428143519000000,1772428203518000000,0
StreamlinedBlobStorage.recordsAllocated,1772428143519000000,1772428203518000000,0
workspaceModel.init.bridges.ms,1772428143519000000,1772428203518000000,1
workspaceModel.updates.ms,1772428143519000000,1772428203518000000,56
workspaceModel.loading.from.cache.ms,1772428143519000000,1772428203518000000,9
workspaceModel.update.unloaded.entities.ms,1772428143519000000,1772428203518000000,0
workspaceModel.updates.precise.ms,1772428143519000000,1772428203518000000,5
workspaceModel.replace.project.model.ms,1772428143519000000,1772428203518000000,0
workspaceModel.collect.changes.ms,1772428143519000000,1772428203518000000,0
workspaceModel.check.recursive.update.ms,1772428143519000000,1772428203518000000,0
workspaceModel.to.snapshot.ms,1772428143519000000,1772428203518000000,2
workspaceModel.initializing.ms,1772428143519000000,1772428203518000000,1
workspaceModel.loading.total.ms,1772428143519000000,1772428203518000000,13
workspaceModel.pre.handlers.ms,1772428143519000000,1772428203518000000,1
workspaceModel.updates.count,1772428143519000000,1772428203518000000,1
IndexesFlusher.totalFlushingTimeUs,1772428143519000000,1772428203518000000,478653
Indexes.allKeys.lookups,1772428143519000000,1772428203518000000,0.0
Indexes.stubs.lookupDuration90PMs,1772428143519000000,1772428203518000000,0.0
Indexes.entries.lookupDurationMaxMs,1772428143519000000,1772428203518000000,0.0
Indexes.stubs.lookupDurationMaxMs,1772428143519000000,1772428203518000000,0.0
Indexes.stubs.lookupDurationAvgMs,1772428143519000000,1772428203518000000,0.0
VFSFlusher.totalFlushingTimeUs,1772428143519000000,1772428203518000000,0
Indexes.entries.lookupDurationAvgMs,1772428143519000000,1772428203518000000,0.0
VFSFlusher.totalFlushesRetried,1772428143519000000,1772428203518000000,0
VFSFlusher.totalContentionQuotaSpent,1772428143519000000,1772428203518000000,0
Indexes.entries.lookups,1772428143519000000,1772428203518000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1772428143519000000,1772428203518000000,0.0
Indexes.stubs.lookups,1772428143519000000,1772428203518000000,0.0
Indexes.entries.lookupDuration90PMs,1772428143519000000,1772428203518000000,0.0
IndexesFlusher.totalFlushesRetried,1772428143519000000,1772428203518000000,0
Indexes.allKeys.lookupDuration90PMs,1772428143519000000,1772428203518000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1772428143519000000,1772428203518000000,0
Indexes.allKeys.lookupDurationMaxMs,1772428143519000000,1772428203518000000,0.0
IndexesFlusher.totalFlushes,1772428143519000000,1772428203518000000,118
VFSFlusher.totalFlushes,1772428143519000000,1772428203518000000,0
FlushQueue.waitingTimeMaxNs,1772428143519000000,1772428203518000000,950271
NonBlockingReadAction.finalizedExecutionsCount,1772428143519000000,1772428203518000000,2
FlushQueue.executionTimeMaxNs,1772428143519000000,1772428203518000000,1466367
FlushQueue.executionTime90PNs,1772428143519000000,1772428203518000000,58879
AWTEventQueue.dispatchTimeMaxNs,1772428143519000000,1772428203518000000,2818047
NonBlockingReadAction.failedExecutionTimeUs,1772428143519000000,1772428203518000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1772428143519000000,1772428203518000000,383
FlushQueue.queueSizeAvg,1772428143519000000,1772428203518000000,0.0
FlushQueue.waitingTimeAvgNs,1772428143519000000,1772428203518000000,99643.27868852459
NonBlockingReadAction.failedExecutionsCount,1772428143519000000,1772428203518000000,0
FlushQueue.waitingTime90PNs,1772428143519000000,1772428203518000000,135167
FlushQueue.queueSize90P,1772428143519000000,1772428203518000000,0
FlushQueue.queueSizeMax,1772428143519000000,1772428203518000000,0
AWTEventQueue.eventsDispatched,1772428143519000000,1772428203518000000,3407
FlushQueue.tasksExecuted,1772428143519000000,1772428203518000000,122
AWTEventQueue.dispatchTime90PNs,1772428143519000000,1772428203518000000,118271
FlushQueue.executionTimeAvgNs,1772428143519000000,1772428203518000000,52855.86885245902
AWTEventQueue.dispatchTimeTotalNS,1772428143519000000,1772428203518000000,216215034
AWTEventQueue.dispatchTimeAvgNs,1772428143519000000,1772428203518000000,63460.630466686234
FileNameCache.totalMisses,1772428143519000000,1772428203518000000,0
FileNameCache.queries,1772428143519000000,1772428203518000000,2993
FileNameCache.fastMisses,1772428143519000000,1772428203518000000,159
JVM.maxHeapBytes,1772428143519000000,1772428203518000000,2147483648
JVM.GC.collectionTimesMs,1772428143519000000,1772428203518000000,0
JVM.threadCount,1772428143519000000,1772428203518000000,45
JVM.usedHeapBytes,1772428143519000000,1772428203518000000,612533152
JVM.usedNativeBytes,1772428143519000000,1772428203518000000,402295744
JVM.GC.collections,1772428143519000000,1772428203518000000,0
OS.loadAverage,1772428143519000000,1772428203518000000,1.09375
JVM.totalCpuTimeMs,1772428143519000000,1772428203518000000,1491
JVM.maxNativeBytes,1772428143519000000,1772428203518000000,-1
jps.apply.loaded.storage.ms,1772428203518000000,1772428263518000000,998
workspaceModel.mutableEntityStorage.add.diff.ms,1772428203518000000,1772428263518000000,1
workspaceModel.moduleManagerBridge.build.module.graph.ms,1772428203518000000,1772428263518000000,2
jps.save.changed.project.entities.ms,1772428203518000000,1772428263518000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1772428203518000000,1772428263518000000,0
jps.library.entities.serializer.save.entities.ms,1772428203518000000,1772428263518000000,0
workspaceModel.sync.entities.ms,1772428203518000000,1772428263518000000,0
jps.module.iml.entities.serializer.load.entities.ms,1772428203518000000,1772428263518000000,88
workspaceModel.global.apply.state.to.project.ms,1772428203518000000,1772428263518000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1772428203518000000,1772428263518000000,1139
jps.global.handle.before.change.events.ms,1772428203518000000,1772428263518000000,0
jps.global.initialize.library.bridges.ms,1772428203518000000,1772428263518000000,0
jps.save.global.entities.ms,1772428203518000000,1772428263518000000,0
workspaceModel.global.updates.count,1772428203518000000,1772428263518000000,0
jps.library.entities.serializer.load.entities.ms,1772428203518000000,1772428263518000000,0
jps.global.get.libraries.ms,1772428203518000000,1772428263518000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1772428203518000000,1772428263518000000,5
jps.global.get.library.ms,1772428203518000000,1772428263518000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1772428203518000000,1772428263518000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1772428203518000000,1772428263518000000,1
jps.artifact.entities.serializer.load.entities.ms,1772428203518000000,1772428263518000000,0
workspaceModel.moduleBridge.update.option.ms,1772428203518000000,1772428263518000000,0
workspaceModel.global.updates.ms,1772428203518000000,1772428263518000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1772428203518000000,1772428263518000000,2
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1772428203518000000,1772428263518000000,0
jps.app.storage.content.writer.save.component.ms,1772428203518000000,1772428263518000000,0
jps.load.initial.state.ms,1772428203518000000,1772428263518000000,2
workspaceModel.save.cache.to.file.ms,1772428203518000000,1772428263518000000,27
workspaceModel.mutableEntityStorage.entities.ms,1772428203518000000,1772428263518000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1772428203518000000,1772428263518000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1772428203518000000,1772428263518000000,14
jps.load.project.to.empty.storage.ms,1772428203518000000,1772428263518000000,117
workspaceModel.load.cache.from.file.ms,1772428203518000000,1772428263518000000,0
jps.artifact.entities.serializer.save.entities.ms,1772428203518000000,1772428263518000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1772428203518000000,1772428263518000000,0
jps.project.serializers.load.ms,1772428203518000000,1772428263518000000,99
workspaceModel.orphan.listener.update.ms,1772428203518000000,1772428263518000000,0
jps.storage.jps.conf.reader.load.component.ms,1772428203518000000,1772428263518000000,5
jps.global.handle.changed.events.ms,1772428203518000000,1772428263518000000,0
jps.facet.change.listener.init.bridge.ms,1772428203518000000,1772428263518000000,0
jps.app.storage.content.reader.load.component.ms,1772428203518000000,1772428263518000000,0
jps.project.serializers.save.ms,1772428203518000000,1772428263518000000,0
jps.global.get.library.by.name.ms,1772428203518000000,1772428263518000000,0
jps.module.iml.entities.serializer.save.entities.ms,1772428203518000000,1772428263518000000,0
workspaceModel.moduleBridge.before.changed.ms,1772428203518000000,1772428263518000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1772428203518000000,1772428263518000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1772428203518000000,1772428263518000000,6
workspaceModel.global.apply.state.to.project.builder.ms,1772428203518000000,1772428263518000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1772428203518000000,1772428263518000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1772428203518000000,1772428263518000000,10
workspaceModel.mutableEntityStorage.remove.entity.ms,1772428203518000000,1772428263518000000,0
jps.reload.project.entities.ms,1772428203518000000,1772428263518000000,0
jps.facet.change.listener.process.change.events.ms,1772428203518000000,1772428263518000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1772428203518000000,1772428263518000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1772428203518000000,1772428263518000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1772428203518000000,1772428263518000000,0
jps.facet.change.listener.before.change.events.ms,1772428203518000000,1772428263518000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1772428203518000000,1772428263518000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1772428203518000000,1772428263518000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1772428203518000000,1772428263518000000,0
jps.global.initialize.library.bridges.after.loading.ms,1772428203518000000,1772428263518000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1772428203518000000,1772428263518000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1772428203518000000,1772428263518000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1772428203518000000,1772428263518000000,0
FilePageCache.pageFastCacheHits,1772428203518000000,1772428263518000000,0
DirectByteBufferAllocator.misses,1772428203518000000,1772428263518000000,0
FilePageCache.pageHits,1772428203518000000,1772428263518000000,0
StorageLockContext.competingThreads.avg,1772428203518000000,1772428263518000000,0.0
FilePageCache.totalPageDisposalsUs,1772428203518000000,1772428263518000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1772428203518000000,1772428263518000000,0
FilePageCache.uncachedFileAccess,1772428203518000000,1772428263518000000,0
StreamlinedBlobStorage.recordsDeleted,1772428203518000000,1772428263518000000,0
FilePageCache.pageLoads,1772428203518000000,1772428263518000000,0
FilePageCache.capacityInBytes,1772428203518000000,1772428263518000000,524288000
DirectByteBufferAllocator.disposed,1772428203518000000,1772428263518000000,0
StorageLockContext.competingThreads.90P,1772428203518000000,1772428263518000000,0
DirectByteBufferAllocator.hits,1772428203518000000,1772428263518000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1772428203518000000,1772428263518000000,0
StreamlinedBlobStorage.recordsRelocated,1772428203518000000,1772428263518000000,0
FilePageCache.disposedBuffers,1772428203518000000,1772428263518000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1772428203518000000,1772428263518000000,0
FilePageCache.totalPageLoadsUs,1772428203518000000,1772428263518000000,0
FilePageCache.maxCacheSizeInBytes,1772428203518000000,1772428263518000000,348217344
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1772428203518000000,1772428263518000000,348217344
DirectByteBufferAllocator.reclaimed,1772428203518000000,1772428263518000000,0
FilePageCache.maxRegisteredFiles,1772428203518000000,1772428263518000000,666
StorageLockContext.competingThreads.max,1772428203518000000,1772428263518000000,0
StreamlinedBlobStorage.recordsAllocated,1772428203518000000,1772428263518000000,0
workspaceModel.init.bridges.ms,1772428203518000000,1772428263518000000,1
workspaceModel.updates.ms,1772428203518000000,1772428263518000000,56
workspaceModel.loading.from.cache.ms,1772428203518000000,1772428263518000000,9
workspaceModel.update.unloaded.entities.ms,1772428203518000000,1772428263518000000,0
workspaceModel.updates.precise.ms,1772428203518000000,1772428263518000000,5
workspaceModel.replace.project.model.ms,1772428203518000000,1772428263518000000,0
workspaceModel.collect.changes.ms,1772428203518000000,1772428263518000000,0
workspaceModel.check.recursive.update.ms,1772428203518000000,1772428263518000000,0
workspaceModel.to.snapshot.ms,1772428203518000000,1772428263518000000,2
workspaceModel.initializing.ms,1772428203518000000,1772428263518000000,1
workspaceModel.loading.total.ms,1772428203518000000,1772428263518000000,13
workspaceModel.pre.handlers.ms,1772428203518000000,1772428263518000000,1
workspaceModel.updates.count,1772428203518000000,1772428263518000000,1
IndexesFlusher.totalFlushingTimeUs,1772428203518000000,1772428263518000000,417198
Indexes.allKeys.lookups,1772428203518000000,1772428263518000000,0.0
Indexes.stubs.lookupDuration90PMs,1772428203518000000,1772428263518000000,0.0
Indexes.entries.lookupDurationMaxMs,1772428203518000000,1772428263518000000,0.0
Indexes.stubs.lookupDurationMaxMs,1772428203518000000,1772428263518000000,0.0
Indexes.stubs.lookupDurationAvgMs,1772428203518000000,1772428263518000000,0.0
VFSFlusher.totalFlushingTimeUs,1772428203518000000,1772428263518000000,0
Indexes.entries.lookupDurationAvgMs,1772428203518000000,1772428263518000000,0.0
VFSFlusher.totalFlushesRetried,1772428203518000000,1772428263518000000,0
VFSFlusher.totalContentionQuotaSpent,1772428203518000000,1772428263518000000,0
Indexes.entries.lookups,1772428203518000000,1772428263518000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1772428203518000000,1772428263518000000,0.0
Indexes.stubs.lookups,1772428203518000000,1772428263518000000,0.0
Indexes.entries.lookupDuration90PMs,1772428203518000000,1772428263518000000,0.0
IndexesFlusher.totalFlushesRetried,1772428203518000000,1772428263518000000,0
Indexes.allKeys.lookupDuration90PMs,1772428203518000000,1772428263518000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1772428203518000000,1772428263518000000,0
Indexes.allKeys.lookupDurationMaxMs,1772428203518000000,1772428263518000000,0.0
IndexesFlusher.totalFlushes,1772428203518000000,1772428263518000000,118
VFSFlusher.totalFlushes,1772428203518000000,1772428263518000000,0
FlushQueue.waitingTimeMaxNs,1772428203518000000,1772428263518000000,872447
NonBlockingReadAction.finalizedExecutionsCount,1772428203518000000,1772428263518000000,0
FlushQueue.executionTimeMaxNs,1772428203518000000,1772428263518000000,522239
FlushQueue.executionTime90PNs,1772428203518000000,1772428263518000000,56319
AWTEventQueue.dispatchTimeMaxNs,1772428203518000000,1772428263518000000,1622015
NonBlockingReadAction.failedExecutionTimeUs,1772428203518000000,1772428263518000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1772428203518000000,1772428263518000000,0
FlushQueue.queueSizeAvg,1772428203518000000,1772428263518000000,0.0
FlushQueue.waitingTimeAvgNs,1772428203518000000,1772428263518000000,131162.22950819673
NonBlockingReadAction.failedExecutionsCount,1772428203518000000,1772428263518000000,0
FlushQueue.waitingTime90PNs,1772428203518000000,1772428263518000000,245759
FlushQueue.queueSize90P,1772428203518000000,1772428263518000000,0
FlushQueue.queueSizeMax,1772428203518000000,1772428263518000000,0
AWTEventQueue.eventsDispatched,1772428203518000000,1772428263518000000,3393
FlushQueue.tasksExecuted,1772428203518000000,1772428263518000000,122
AWTEventQueue.dispatchTime90PNs,1772428203518000000,1772428263518000000,201727
FlushQueue.executionTimeAvgNs,1772428203518000000,1772428263518000000,38329.83606557377
AWTEventQueue.dispatchTimeTotalNS,1772428203518000000,1772428263518000000,309291580
AWTEventQueue.dispatchTimeAvgNs,1772428203518000000,1772428263518000000,91156.67079280873
FileNameCache.totalMisses,1772428203518000000,1772428263518000000,0
FileNameCache.queries,1772428203518000000,1772428263518000000,0
FileNameCache.fastMisses,1772428203518000000,1772428263518000000,0
JVM.maxHeapBytes,1772428203518000000,1772428263518000000,2147483648
JVM.GC.collectionTimesMs,1772428203518000000,1772428263518000000,0
JVM.threadCount,1772428203518000000,1772428263518000000,45
JVM.usedHeapBytes,1772428203518000000,1772428263518000000,649233312
JVM.usedNativeBytes,1772428203518000000,1772428263518000000,402320696
JVM.GC.collections,1772428203518000000,1772428263518000000,0
OS.loadAverage,1772428203518000000,1772428263518000000,2.29638671875
JVM.totalCpuTimeMs,1772428203518000000,1772428263518000000,1548
JVM.maxNativeBytes,1772428203518000000,1772428263518000000,-1
jps.apply.loaded.storage.ms,1772428263518000000,1772428323517000000,998
workspaceModel.mutableEntityStorage.add.diff.ms,1772428263518000000,1772428323517000000,1
workspaceModel.moduleManagerBridge.build.module.graph.ms,1772428263518000000,1772428323517000000,2
jps.save.changed.project.entities.ms,1772428263518000000,1772428323517000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1772428263518000000,1772428323517000000,0
jps.library.entities.serializer.save.entities.ms,1772428263518000000,1772428323517000000,0
workspaceModel.sync.entities.ms,1772428263518000000,1772428323517000000,0
jps.module.iml.entities.serializer.load.entities.ms,1772428263518000000,1772428323517000000,88
workspaceModel.global.apply.state.to.project.ms,1772428263518000000,1772428323517000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1772428263518000000,1772428323517000000,1139
jps.global.handle.before.change.events.ms,1772428263518000000,1772428323517000000,0
jps.global.initialize.library.bridges.ms,1772428263518000000,1772428323517000000,0
jps.save.global.entities.ms,1772428263518000000,1772428323517000000,0
workspaceModel.global.updates.count,1772428263518000000,1772428323517000000,0
jps.library.entities.serializer.load.entities.ms,1772428263518000000,1772428323517000000,0
jps.global.get.libraries.ms,1772428263518000000,1772428323517000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1772428263518000000,1772428323517000000,5
jps.global.get.library.ms,1772428263518000000,1772428323517000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1772428263518000000,1772428323517000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1772428263518000000,1772428323517000000,1
jps.artifact.entities.serializer.load.entities.ms,1772428263518000000,1772428323517000000,0
workspaceModel.moduleBridge.update.option.ms,1772428263518000000,1772428323517000000,0
workspaceModel.global.updates.ms,1772428263518000000,1772428323517000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1772428263518000000,1772428323517000000,2
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1772428263518000000,1772428323517000000,0
jps.app.storage.content.writer.save.component.ms,1772428263518000000,1772428323517000000,0
jps.load.initial.state.ms,1772428263518000000,1772428323517000000,2
workspaceModel.save.cache.to.file.ms,1772428263518000000,1772428323517000000,27
workspaceModel.mutableEntityStorage.entities.ms,1772428263518000000,1772428323517000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1772428263518000000,1772428323517000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1772428263518000000,1772428323517000000,14
jps.load.project.to.empty.storage.ms,1772428263518000000,1772428323517000000,117
workspaceModel.load.cache.from.file.ms,1772428263518000000,1772428323517000000,0
jps.artifact.entities.serializer.save.entities.ms,1772428263518000000,1772428323517000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1772428263518000000,1772428323517000000,0
jps.project.serializers.load.ms,1772428263518000000,1772428323517000000,99
workspaceModel.orphan.listener.update.ms,1772428263518000000,1772428323517000000,0
jps.storage.jps.conf.reader.load.component.ms,1772428263518000000,1772428323517000000,5
jps.global.handle.changed.events.ms,1772428263518000000,1772428323517000000,0
jps.facet.change.listener.init.bridge.ms,1772428263518000000,1772428323517000000,0
jps.app.storage.content.reader.load.component.ms,1772428263518000000,1772428323517000000,0
jps.project.serializers.save.ms,1772428263518000000,1772428323517000000,0
jps.global.get.library.by.name.ms,1772428263518000000,1772428323517000000,0
jps.module.iml.entities.serializer.save.entities.ms,1772428263518000000,1772428323517000000,0
workspaceModel.moduleBridge.before.changed.ms,1772428263518000000,1772428323517000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1772428263518000000,1772428323517000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1772428263518000000,1772428323517000000,6
workspaceModel.global.apply.state.to.project.builder.ms,1772428263518000000,1772428323517000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1772428263518000000,1772428323517000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1772428263518000000,1772428323517000000,10
workspaceModel.mutableEntityStorage.remove.entity.ms,1772428263518000000,1772428323517000000,0
jps.reload.project.entities.ms,1772428263518000000,1772428323517000000,0
jps.facet.change.listener.process.change.events.ms,1772428263518000000,1772428323517000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1772428263518000000,1772428323517000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1772428263518000000,1772428323517000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1772428263518000000,1772428323517000000,0
jps.facet.change.listener.before.change.events.ms,1772428263518000000,1772428323517000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1772428263518000000,1772428323517000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1772428263518000000,1772428323517000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1772428263518000000,1772428323517000000,0
jps.global.initialize.library.bridges.after.loading.ms,1772428263518000000,1772428323517000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1772428263518000000,1772428323517000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1772428263518000000,1772428323517000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1772428263518000000,1772428323517000000,0
FilePageCache.pageFastCacheHits,1772428263518000000,1772428323517000000,0
DirectByteBufferAllocator.misses,1772428263518000000,1772428323517000000,0
FilePageCache.pageHits,1772428263518000000,1772428323517000000,0
StorageLockContext.competingThreads.avg,1772428263518000000,1772428323517000000,0.0
FilePageCache.totalPageDisposalsUs,1772428263518000000,1772428323517000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1772428263518000000,1772428323517000000,0
FilePageCache.uncachedFileAccess,1772428263518000000,1772428323517000000,0
StreamlinedBlobStorage.recordsDeleted,1772428263518000000,1772428323517000000,0
FilePageCache.pageLoads,1772428263518000000,1772428323517000000,0
FilePageCache.capacityInBytes,1772428263518000000,1772428323517000000,524288000
DirectByteBufferAllocator.disposed,1772428263518000000,1772428323517000000,0
StorageLockContext.competingThreads.90P,1772428263518000000,1772428323517000000,0
DirectByteBufferAllocator.hits,1772428263518000000,1772428323517000000,0
